jurisdiction,state,month,deaths,crude_rate
Bexar County,Texas,2018-08-01,28,1.4
Dallas County,Texas,2018-08-01,32,1.2
Harris County,Texas,2018-08-01,55,1.2
Tarrant County,Texas,2018-08-01,15,0.7
Travis County,Texas,2018-08-01,22,1.8
Salt Lake County,Utah,2018-08-01,25,2.2
King County,Washington,2018-08-01,28,1.3
Pierce County,Washington,2018-08-01,14,1.6
Snohomish County,Washington,2018-08-01,21,2.6
Milwaukee County,Wisconsin,2018-08-01,39,4.1
Jefferson County,Alabama,2018-09-01,20,3
Maricopa County,Arizona,2018-09-01,72,1.6
Pima County,Arizona,2018-09-01,19,1.8
Alameda County,California,2018-09-01,19,1.1
Contra Costa County,California,2018-09-01,14,1.2
Kern County,California,2018-09-01,25,2.8
Los Angeles County,California,2018-09-01,81,0.8
Orange County,California,2018-09-01,41,1.3
Riverside County,California,2018-09-01,44,1.8
Sacramento County,California,2018-09-01,20,1.3
San Bernardino County,California,2018-09-01,23,1.1
San Diego County,California,2018-09-01,34,1
San Francisco County,California,2018-09-01,34,3.9
Santa Clara County,California,2018-09-01,22,1.1
Ventura County,California,2018-09-01,10,1.2
Adams County,Colorado,2018-09-01,13,2.5
Denver County,Colorado,2018-09-01,13,1.8
El Paso County,Colorado,2018-09-01,11,1.5
Hartford County,Connecticut,2018-09-01,30,3.3
New Haven County,Connecticut,2018-09-01,27,3.1
New Castle County,Delaware,2018-09-01,25,4.5
"Washington, D.C.","Washington, D.C.",2018-09-01,29,4.1
Brevard County,Florida,2018-09-01,23,3.9
Broward County,Florida,2018-09-01,49,2.5
Duval County,Florida,2018-09-01,22,2.3
Hillsborough County,Florida,2018-09-01,21,1.4
Miami-Dade County,Florida,2018-09-01,13,0.5
Orange County,Florida,2018-09-01,18,1.3
Palm Beach County,Florida,2018-09-01,41,2.8
Pinellas County,Florida,2018-09-01,26,2.7
Fulton County,Georgia,2018-09-01,20,1.9
Honolulu County,Hawaii,2018-09-01,14,1.4
Cook County,Illinois,2018-09-01,118,2.3
Marion County,Indiana,2018-09-01,31,3.2
Jefferson County,Kentucky,2018-09-01,19,2.5
Orleans Parish,Louisiana,2018-09-01,18,4.6
Baltimore city,Maryland,2018-09-01,61,10.1
Suffolk County,Massachusetts,2018-09-01,32,4
Wayne County,Michigan,2018-09-01,81,4.6
Hennepin County,Minnesota,2018-09-01,19,1.5
Jackson County,Missouri,2018-09-01,19,2.7
St. Louis County,Missouri,2018-09-01,32,3.2
St. Louis city,Missouri,2018-09-01,32,10.5
Clark County,Nevada,2018-09-01,36,1.6
Washoe County,Nevada,2018-09-01,10,2.2
Essex County,New Jersey,2018-09-01,27,3.4
Bernalillo County,New Mexico,2018-09-01,19,2.8
Bronx County,New York,2018-09-01,29,2
Erie County,New York,2018-09-01,12,1.3
Kings County,New York,2018-09-01,28,1.1
Monroe County,New York,2018-09-01,21,2.8
New York County,New York,2018-09-01,23,1.4
Queens County,New York,2018-09-01,15,0.7
Suffolk County,New York,2018-09-01,25,1.7
Mecklenburg County,North Carolina,2018-09-01,24,2.2
Cuyahoga County,Ohio,2018-09-01,55,4.4
Franklin County,Ohio,2018-09-01,49,3.7
Montgomery County,Ohio,2018-09-01,31,5.8
Oklahoma County,Oklahoma,2018-09-01,15,1.9
Allegheny County,Pennsylvania,2018-09-01,41,3.4
Philadelphia County,Pennsylvania,2018-09-01,91,5.7
Davidson County,Tennessee,2018-09-01,25,3.6
Knox County,Tennessee,2018-09-01,24,5.1
Shelby County,Tennessee,2018-09-01,16,1.7
Bexar County,Texas,2018-09-01,24,1.2
Dallas County,Texas,2018-09-01,21,0.8
Harris County,Texas,2018-09-01,61,1.3
Tarrant County,Texas,2018-09-01,17,0.8
Travis County,Texas,2018-09-01,17,1.4
Salt Lake County,Utah,2018-09-01,23,2
King County,Washington,2018-09-01,44,2
Snohomish County,Washington,2018-09-01,14,1.7
Milwaukee County,Wisconsin,2018-09-01,31,3.3
Jefferson County,Alabama,2018-10-01,15,2.3
Maricopa County,Arizona,2018-10-01,75,1.7
Pima County,Arizona,2018-10-01,25,2.4
Alameda County,California,2018-10-01,17,1
Kern County,California,2018-10-01,23,2.6
Los Angeles County,California,2018-10-01,99,1
Orange County,California,2018-10-01,39,1.2
Riverside County,California,2018-10-01,41,1.7
Sacramento County,California,2018-10-01,25,1.6
San Bernardino County,California,2018-10-01,21,1
San Diego County,California,2018-10-01,33,1
San Francisco County,California,2018-10-01,20,2.3
Santa Clara County,California,2018-10-01,19,1
Ventura County,California,2018-10-01,11,1.3
Arapahoe County,Colorado,2018-10-01,13,2
Denver County,Colorado,2018-10-01,17,2.4
Jefferson County,Colorado,2018-10-01,11,1.9
Hartford County,Connecticut,2018-10-01,32,3.6
New Haven County,Connecticut,2018-10-01,14,1.6
New Castle County,Delaware,2018-10-01,27,4.8
"Washington, D.C.","Washington, D.C.",2018-10-01,19,2.7
Brevard County,Florida,2018-10-01,18,3
Broward County,Florida,2018-10-01,37,1.9
Duval County,Florida,2018-10-01,27,2.8
Hillsborough County,Florida,2018-10-01,13,0.9
Miami-Dade County,Florida,2018-10-01,28,1
Orange County,Florida,2018-10-01,24,1.7
Palm Beach County,Florida,2018-10-01,41,2.8
Pinellas County,Florida,2018-10-01,20,2.1
Fulton County,Georgia,2018-10-01,16,1.5
Cook County,Illinois,2018-10-01,135,2.6
Marion County,Indiana,2018-10-01,44,4.6
Jefferson County,Kentucky,2018-10-01,28,3.6
Orleans Parish,Louisiana,2018-10-01,17,4.3
Baltimore city,Maryland,2018-10-01,68,11.3
Suffolk County,Massachusetts,2018-10-01,15,1.9
Wayne County,Michigan,2018-10-01,61,3.5
Hennepin County,Minnesota,2018-10-01,19,1.5
Jackson County,Missouri,2018-10-01,13,1.9
St. Louis County,Missouri,2018-10-01,36,3.6
St. Louis city,Missouri,2018-10-01,24,7.9
Clark County,Nevada,2018-10-01,35,1.6
Washoe County,Nevada,2018-10-01,10,2.2
Essex County,New Jersey,2018-10-01,31,3.9
Bernalillo County,New Mexico,2018-10-01,15,2.2
Bronx County,New York,2018-10-01,33,2.3
Erie County,New York,2018-10-01,28,3
Kings County,New York,2018-10-01,29,1.1
Monroe County,New York,2018-10-01,32,4.3
New York County,New York,2018-10-01,28,1.7
Queens County,New York,2018-10-01,14,0.6
Suffolk County,New York,2018-10-01,28,1.9
Mecklenburg County,North Carolina,2018-10-01,22,2
Cuyahoga County,Ohio,2018-10-01,38,3.1
Franklin County,Ohio,2018-10-01,57,4.4
Montgomery County,Ohio,2018-10-01,28,5.3
Oklahoma County,Oklahoma,2018-10-01,18,2.3
Tulsa County,Oklahoma,2018-10-01,11,1.7
Allegheny County,Pennsylvania,2018-10-01,37,3
Philadelphia County,Pennsylvania,2018-10-01,101,6.4
Davidson County,Tennessee,2018-10-01,26,3.8
Knox County,Tennessee,2018-10-01,28,6
Shelby County,Tennessee,2018-10-01,15,1.6
Bexar County,Texas,2018-10-01,19,1
Dallas County,Texas,2018-10-01,28,1.1
Harris County,Texas,2018-10-01,45,1
Tarrant County,Texas,2018-10-01,11,0.5
Travis County,Texas,2018-10-01,12,1
Salt Lake County,Utah,2018-10-01,13,1.1
King County,Washington,2018-10-01,24,1.1
Pierce County,Washington,2018-10-01,14,1.6
Snohomish County,Washington,2018-10-01,15,1.8
Milwaukee County,Wisconsin,2018-10-01,22,2.3
Jefferson County,Alabama,2018-11-01,17,2.6
Maricopa County,Arizona,2018-11-01,100,2.3
Pima County,Arizona,2018-11-01,20,1.9
Alameda County,California,2018-11-01,15,0.9
Contra Costa County,California,2018-11-01,14,1.2
Kern County,California,2018-11-01,13,1.5
Los Angeles County,California,2018-11-01,87,0.9
Orange County,California,2018-11-01,30,0.9
Riverside County,California,2018-11-01,31,1.3
Sacramento County,California,2018-11-01,18,1.2
San Bernardino County,California,2018-11-01,21,1
San Diego County,California,2018-11-01,34,1
San Francisco County,California,2018-11-01,28,3.2
San Joaquin County,California,2018-11-01,10,1.3
Santa Clara County,California,2018-11-01,13,0.7
Arapahoe County,Colorado,2018-11-01,11,1.7
Denver County,Colorado,2018-11-01,17,2.4
Hartford County,Connecticut,2018-11-01,27,3
New Haven County,Connecticut,2018-11-01,28,3.2
New Castle County,Delaware,2018-11-01,23,4.1
"Washington, D.C.","Washington, D.C.",2018-11-01,21,3
Brevard County,Florida,2018-11-01,26,4.4
Broward County,Florida,2018-11-01,39,2
Duval County,Florida,2018-11-01,30,3.2
Hillsborough County,Florida,2018-11-01,37,2.5
Miami-Dade County,Florida,2018-11-01,19,0.7
Orange County,Florida,2018-11-01,29,2.1
Palm Beach County,Florida,2018-11-01,38,2.6
Pinellas County,Florida,2018-11-01,32,3.3
Fulton County,Georgia,2018-11-01,14,1.3
Honolulu County,Hawaii,2018-11-01,12,1.2
Cook County,Illinois,2018-11-01,92,1.8
Marion County,Indiana,2018-11-01,34,3.5
Jefferson County,Kentucky,2018-11-01,25,3.3
Orleans Parish,Louisiana,2018-11-01,19,4.9
Baltimore city,Maryland,2018-11-01,78,12.9
Suffolk County,Massachusetts,2018-11-01,20,2.5
Wayne County,Michigan,2018-11-01,76,4.3
Hennepin County,Minnesota,2018-11-01,18,1.4
Jackson County,Missouri,2018-11-01,13,1.9
St. Louis County,Missouri,2018-11-01,22,2.2
St. Louis city,Missouri,2018-11-01,25,8.2
Clark County,Nevada,2018-11-01,32,1.4
Washoe County,Nevada,2018-11-01,10,2.2
Essex County,New Jersey,2018-11-01,33,4.1
Bernalillo County,New Mexico,2018-11-01,10,1.5
Bronx County,New York,2018-11-01,27,1.9
Erie County,New York,2018-11-01,14,1.5
Kings County,New York,2018-11-01,22,0.9
Monroe County,New York,2018-11-01,23,3.1
New York County,New York,2018-11-01,20,1.2
Queens County,New York,2018-11-01,19,0.8
Suffolk County,New York,2018-11-01,27,1.8
Mecklenburg County,North Carolina,2018-11-01,21,1.9
Cuyahoga County,Ohio,2018-11-01,48,3.9
Franklin County,Ohio,2018-11-01,54,4.1
Montgomery County,Ohio,2018-11-01,39,7.3
Oklahoma County,Oklahoma,2018-11-01,12,1.5
Allegheny County,Pennsylvania,2018-11-01,31,2.5
Philadelphia County,Pennsylvania,2018-11-01,80,5.1
Davidson County,Tennessee,2018-11-01,28,4.1
Knox County,Tennessee,2018-11-01,26,5.6
Shelby County,Tennessee,2018-11-01,21,2.2
Bexar County,Texas,2018-11-01,12,0.6
Dallas County,Texas,2018-11-01,27,1
Harris County,Texas,2018-11-01,58,1.2
Tarrant County,Texas,2018-11-01,12,0.6
Travis County,Texas,2018-11-01,15,1.2
Salt Lake County,Utah,2018-11-01,13,1.1
King County,Washington,2018-11-01,25,1.1
Pierce County,Washington,2018-11-01,16,1.8
Snohomish County,Washington,2018-11-01,13,1.6
Milwaukee County,Wisconsin,2018-11-01,33,3.5
Jefferson County,Alabama,2018-12-01,20,3
Maricopa County,Arizona,2018-12-01,94,2.1
Pima County,Arizona,2018-12-01,23,2.2
Alameda County,California,2018-12-01,17,1
Fresno County,California,2018-12-01,12,1.2
Kern County,California,2018-12-01,20,2.2
Los Angeles County,California,2018-12-01,97,1
Orange County,California,2018-12-01,41,1.3
Riverside County,California,2018-12-01,26,1.1
Sacramento County,California,2018-12-01,14,0.9
San Bernardino County,California,2018-12-01,18,0.8
San Diego County,California,2018-12-01,39,1.2
San Francisco County,California,2018-12-01,28,3.2
Santa Clara County,California,2018-12-01,24,1.2
Ventura County,California,2018-12-01,13,1.5
Denver County,Colorado,2018-12-01,18,2.5
El Paso County,Colorado,2018-12-01,19,2.7
Jefferson County,Colorado,2018-12-01,10,1.7
Hartford County,Connecticut,2018-12-01,25,2.8
New Haven County,Connecticut,2018-12-01,22,2.5
New Castle County,Delaware,2018-12-01,14,2.5
"Washington, D.C.","Washington, D.C.",2018-12-01,22,3.1
Brevard County,Florida,2018-12-01,26,4.4
Broward County,Florida,2018-12-01,36,1.8
Duval County,Florida,2018-12-01,29,3.1
Hillsborough County,Florida,2018-12-01,27,1.9
Miami-Dade County,Florida,2018-12-01,28,1
Orange County,Florida,2018-12-01,26,1.9
Palm Beach County,Florida,2018-12-01,34,2.3
Pinellas County,Florida,2018-12-01,35,3.6
Fulton County,Georgia,2018-12-01,25,2.4
Honolulu County,Hawaii,2018-12-01,13,1.3
Cook County,Illinois,2018-12-01,122,2.4
Marion County,Indiana,2018-12-01,24,2.5
Jefferson County,Kentucky,2018-12-01,24,3.1
Orleans Parish,Louisiana,2018-12-01,12,3.1
Baltimore city,Maryland,2018-12-01,84,13.9
Suffolk County,Massachusetts,2018-12-01,22,2.7
Wayne County,Michigan,2018-12-01,66,3.8
Hennepin County,Minnesota,2018-12-01,16,1.3
St. Louis County,Missouri,2018-12-01,32,3.2
St. Louis city,Missouri,2018-12-01,31,10.2
Clark County,Nevada,2018-12-01,43,1.9
Washoe County,Nevada,2018-12-01,14,3
Essex County,New Jersey,2018-12-01,20,2.5
Bernalillo County,New Mexico,2018-12-01,19,2.8
Bronx County,New York,2018-12-01,41,2.9
Erie County,New York,2018-12-01,14,1.5
Kings County,New York,2018-12-01,28,1.1
Monroe County,New York,2018-12-01,18,2.4
New York County,New York,2018-12-01,23,1.4
Queens County,New York,2018-12-01,21,0.9
Suffolk County,New York,2018-12-01,22,1.5
Mecklenburg County,North Carolina,2018-12-01,12,1.1
Cuyahoga County,Ohio,2018-12-01,42,3.4
Franklin County,Ohio,2018-12-01,43,3.3
Montgomery County,Ohio,2018-12-01,31,5.8
Allegheny County,Pennsylvania,2018-12-01,43,3.5
Philadelphia County,Pennsylvania,2018-12-01,83,5.2
Davidson County,Tennessee,2018-12-01,29,4.2
Knox County,Tennessee,2018-12-01,24,5.1
Shelby County,Tennessee,2018-12-01,12,1.3
Bexar County,Texas,2018-12-01,13,0.7
Dallas County,Texas,2018-12-01,26,1
Harris County,Texas,2018-12-01,44,0.9
Tarrant County,Texas,2018-12-01,14,0.7
Travis County,Texas,2018-12-01,15,1.2
Salt Lake County,Utah,2018-12-01,22,1.9
King County,Washington,2018-12-01,29,1.3
Pierce County,Washington,2018-12-01,20,2.2
Snohomish County,Washington,2018-12-01,17,2.1
Milwaukee County,Wisconsin,2018-12-01,38,4
Jefferson County,Alabama,2019-01-01,14,2.1
Maricopa County,Arizona,2019-01-01,97,2.2
Pima County,Arizona,2019-01-01,25,2.4
Alameda County,California,2019-01-01,15,0.9
Contra Costa County,California,2019-01-01,11,1
Fresno County,California,2019-01-01,12,1.2
Kern County,California,2019-01-01,24,2.7
Los Angeles County,California,2019-01-01,98,1
Orange County,California,2019-01-01,39,1.2
Riverside County,California,2019-01-01,33,1.3
Sacramento County,California,2019-01-01,32,2.1
San Bernardino County,California,2019-01-01,22,1
San Diego County,California,2019-01-01,35,1
San Francisco County,California,2019-01-01,29,3.3
San Joaquin County,California,2019-01-01,12,1.6
Santa Clara County,California,2019-01-01,29,1.5
Ventura County,California,2019-01-01,11,1.3
Denver County,Colorado,2019-01-01,12,1.7
El Paso County,Colorado,2019-01-01,10,1.4
Hartford County,Connecticut,2019-01-01,25,2.8
New Haven County,Connecticut,2019-01-01,24,2.8
New Castle County,Delaware,2019-01-01,18,3.2
"Washington, D.C.","Washington, D.C.",2019-01-01,24,3.4
Brevard County,Florida,2019-01-01,31,5.1
Broward County,Florida,2019-01-01,37,1.9
Duval County,Florida,2019-01-01,35,3.7
Hillsborough County,Florida,2019-01-01,18,1.2
Miami-Dade County,Florida,2019-01-01,20,0.7
Orange County,Florida,2019-01-01,22,1.6
Palm Beach County,Florida,2019-01-01,35,2.3
Pinellas County,Florida,2019-01-01,33,3.4
Fulton County,Georgia,2019-01-01,19,1.8
Honolulu County,Hawaii,2019-01-01,19,1.9
Cook County,Illinois,2019-01-01,102,2
Marion County,Indiana,2019-01-01,29,3
Sedgwick County,Kansas,2019-01-01,12,2.3
Jefferson County,Kentucky,2019-01-01,37,4.8
Orleans Parish,Louisiana,2019-01-01,19,4.9
Baltimore city,Maryland,2019-01-01,94,15.8
Suffolk County,Massachusetts,2019-01-01,29,3.6
Wayne County,Michigan,2019-01-01,68,3.9
Hennepin County,Minnesota,2019-01-01,31,2.4
Jackson County,Missouri,2019-01-01,14,2
St. Louis County,Missouri,2019-01-01,40,4
St. Louis city,Missouri,2019-01-01,31,10.3
Clark County,Nevada,2019-01-01,47,2.1
Washoe County,Nevada,2019-01-01,14,3
Essex County,New Jersey,2019-01-01,32,4
Bernalillo County,New Mexico,2019-01-01,10,1.5
Bronx County,New York,2019-01-01,33,2.3
Erie County,New York,2019-01-01,14,1.5
Kings County,New York,2019-01-01,26,1
Monroe County,New York,2019-01-01,18,2.4
New York County,New York,2019-01-01,30,1.8
Queens County,New York,2019-01-01,16,0.7
Suffolk County,New York,2019-01-01,29,2
Mecklenburg County,North Carolina,2019-01-01,14,1.3
Cuyahoga County,Ohio,2019-01-01,56,4.5
Franklin County,Ohio,2019-01-01,41,3.1
Montgomery County,Ohio,2019-01-01,17,3.2
Oklahoma County,Oklahoma,2019-01-01,11,1.4
Tulsa County,Oklahoma,2019-01-01,13,2
Allegheny County,Pennsylvania,2019-01-01,42,3.5
Philadelphia County,Pennsylvania,2019-01-01,95,6
Davidson County,Tennessee,2019-01-01,38,5.5
Knox County,Tennessee,2019-01-01,27,5.7
Shelby County,Tennessee,2019-01-01,23,2.5
Bexar County,Texas,2019-01-01,20,1
Dallas County,Texas,2019-01-01,30,1.1
Harris County,Texas,2019-01-01,61,1.3
Tarrant County,Texas,2019-01-01,12,0.6
Travis County,Texas,2019-01-01,10,0.8
Salt Lake County,Utah,2019-01-01,25,2.2
King County,Washington,2019-01-01,42,1.9
Pierce County,Washington,2019-01-01,13,1.4
Snohomish County,Washington,2019-01-01,19,2.3
Milwaukee County,Wisconsin,2019-01-01,27,2.9
Jefferson County,Alabama,2019-02-01,10,1.5
Maricopa County,Arizona,2019-02-01,77,1.7
Pima County,Arizona,2019-02-01,16,1.5
Alameda County,California,2019-02-01,11,0.7
Contra Costa County,California,2019-02-01,10,0.9
Fresno County,California,2019-02-01,13,1.3
Kern County,California,2019-02-01,16,1.8
Los Angeles County,California,2019-02-01,85,0.8
Orange County,California,2019-02-01,27,0.9
Riverside County,California,2019-02-01,36,1.5
Sacramento County,California,2019-02-01,25,1.6
San Bernardino County,California,2019-02-01,22,1
San Diego County,California,2019-02-01,45,1.3
San Francisco County,California,2019-02-01,42,4.8
San Joaquin County,California,2019-02-01,11,1.4
Santa Clara County,California,2019-02-01,10,0.5
Arapahoe County,Colorado,2019-02-01,12,1.8
Denver County,Colorado,2019-02-01,15,2.1
El Paso County,Colorado,2019-02-01,15,2.1
Hartford County,Connecticut,2019-02-01,25,2.8
New Haven County,Connecticut,2019-02-01,25,2.9
New Castle County,Delaware,2019-02-01,19,3.4
"Washington, D.C.","Washington, D.C.",2019-02-01,26,3.7
Brevard County,Florida,2019-02-01,19,3.2
Broward County,Florida,2019-02-01,31,1.6
Duval County,Florida,2019-02-01,33,3.4
Hillsborough County,Florida,2019-02-01,17,1.2
Miami-Dade County,Florida,2019-02-01,19,0.7
Orange County,Florida,2019-02-01,22,1.6
Palm Beach County,Florida,2019-02-01,43,2.9
Pinellas County,Florida,2019-02-01,40,4.1
Fulton County,Georgia,2019-02-01,21,2
Honolulu County,Hawaii,2019-02-01,19,1.9
Cook County,Illinois,2019-02-01,95,1.8
Marion County,Indiana,2019-02-01,26,2.7
Sedgwick County,Kansas,2019-02-01,13,2.5
Jefferson County,Kentucky,2019-02-01,24,3.1
Orleans Parish,Louisiana,2019-02-01,16,4.1
Baltimore city,Maryland,2019-02-01,83,14
Suffolk County,Massachusetts,2019-02-01,19,2.4
Wayne County,Michigan,2019-02-01,61,3.5
Hennepin County,Minnesota,2019-02-01,22,1.7
Jackson County,Missouri,2019-02-01,17,2.4
St. Louis County,Missouri,2019-02-01,25,2.5
St. Louis city,Missouri,2019-02-01,22,7.3
Clark County,Nevada,2019-02-01,45,2
Washoe County,Nevada,2019-02-01,10,2.1
Essex County,New Jersey,2019-02-01,43,5.4
Bernalillo County,New Mexico,2019-02-01,27,4
Bronx County,New York,2019-02-01,28,2
Erie County,New York,2019-02-01,16,1.7
Kings County,New York,2019-02-01,42,1.6
Monroe County,New York,2019-02-01,18,2.4
New York County,New York,2019-02-01,23,1.4
Queens County,New York,2019-02-01,20,0.9
Suffolk County,New York,2019-02-01,30,2
Mecklenburg County,North Carolina,2019-02-01,27,2.4
Cuyahoga County,Ohio,2019-02-01,47,3.8
Franklin County,Ohio,2019-02-01,31,2.4
Montgomery County,Ohio,2019-02-01,19,3.6
Allegheny County,Pennsylvania,2019-02-01,37,3
Philadelphia County,Pennsylvania,2019-02-01,76,4.8
Davidson County,Tennessee,2019-02-01,34,4.9
Knox County,Tennessee,2019-02-01,17,3.6
Shelby County,Tennessee,2019-02-01,15,1.6
Bexar County,Texas,2019-02-01,16,0.8
Dallas County,Texas,2019-02-01,22,0.8
Harris County,Texas,2019-02-01,36,0.8
Tarrant County,Texas,2019-02-01,11,0.5
Salt Lake County,Utah,2019-02-01,22,1.9
King County,Washington,2019-02-01,38,1.7
Pierce County,Washington,2019-02-01,17,1.9
Milwaukee County,Wisconsin,2019-02-01,28,3
Jefferson County,Alabama,2019-03-01,29,4.4
Maricopa County,Arizona,2019-03-01,106,2.4
Pima County,Arizona,2019-03-01,27,2.6
Alameda County,California,2019-03-01,24,1.4
Contra Costa County,California,2019-03-01,16,1.4
Kern County,California,2019-03-01,22,2.4
Los Angeles County,California,2019-03-01,99,1
Orange County,California,2019-03-01,32,1
Riverside County,California,2019-03-01,38,1.5
Sacramento County,California,2019-03-01,35,2.3
San Bernardino County,California,2019-03-01,29,1.3
San Diego County,California,2019-03-01,33,1
San Francisco County,California,2019-03-01,28,3.2
Santa Clara County,California,2019-03-01,16,0.8
Ventura County,California,2019-03-01,13,1.5
Denver County,Colorado,2019-03-01,14,1.9
El Paso County,Colorado,2019-03-01,13,1.8
Hartford County,Connecticut,2019-03-01,29,3.2
New Haven County,Connecticut,2019-03-01,31,3.6
New Castle County,Delaware,2019-03-01,17,3
"Washington, D.C.","Washington, D.C.",2019-03-01,20,2.8
Brevard County,Florida,2019-03-01,22,3.7
Broward County,Florida,2019-03-01,43,2.2
Duval County,Florida,2019-03-01,36,3.8
Hillsborough County,Florida,2019-03-01,25,1.7
Miami-Dade County,Florida,2019-03-01,19,0.7
Orange County,Florida,2019-03-01,20,1.4
Palm Beach County,Florida,2019-03-01,44,2.9
Pinellas County,Florida,2019-03-01,27,2.8
Fulton County,Georgia,2019-03-01,17,1.6
Honolulu County,Hawaii,2019-03-01,14,1.4
Cook County,Illinois,2019-03-01,108,2.1
Marion County,Indiana,2019-03-01,54,5.6
Jefferson County,Kentucky,2019-03-01,40,5.2
Orleans Parish,Louisiana,2019-03-01,14,3.6
Baltimore city,Maryland,2019-03-01,89,15
Suffolk County,Massachusetts,2019-03-01,24,3
Wayne County,Michigan,2019-03-01,70,4
Hennepin County,Minnesota,2019-03-01,15,1.2
Ramsey County,Minnesota,2019-03-01,10,1.8
Jackson County,Missouri,2019-03-01,18,2.6
St. Louis County,Missouri,2019-03-01,29,2.9
St. Louis city,Missouri,2019-03-01,19,6.3
Clark County,Nevada,2019-03-01,28,1.2
Washoe County,Nevada,2019-03-01,12,2.5
Essex County,New Jersey,2019-03-01,33,4.1
Bernalillo County,New Mexico,2019-03-01,19,2.8
Bronx County,New York,2019-03-01,37,2.6
Erie County,New York,2019-03-01,12,1.3
Kings County,New York,2019-03-01,20,0.8
Monroe County,New York,2019-03-01,22,3
New York County,New York,2019-03-01,24,1.5
Queens County,New York,2019-03-01,25,1.1
Suffolk County,New York,2019-03-01,35,2.4
Mecklenburg County,North Carolina,2019-03-01,18,1.6
Cuyahoga County,Ohio,2019-03-01,37,3
Franklin County,Ohio,2019-03-01,61,4.6
Montgomery County,Ohio,2019-03-01,24,4.5
Allegheny County,Pennsylvania,2019-03-01,41,3.4
Philadelphia County,Pennsylvania,2019-03-01,101,6.4
Davidson County,Tennessee,2019-03-01,32,4.6
Knox County,Tennessee,2019-03-01,30,6.4
Shelby County,Tennessee,2019-03-01,20,2.1
Bexar County,Texas,2019-03-01,23,1.1
Dallas County,Texas,2019-03-01,26,1
Harris County,Texas,2019-03-01,64,1.4
Tarrant County,Texas,2019-03-01,21,1
Travis County,Texas,2019-03-01,21,1.6
Salt Lake County,Utah,2019-03-01,22,1.9
King County,Washington,2019-03-01,35,1.6
Pierce County,Washington,2019-03-01,12,1.3
Snohomish County,Washington,2019-03-01,19,2.3
Milwaukee County,Wisconsin,2019-03-01,41,4.3
Jefferson County,Alabama,2019-04-01,18,2.7
Maricopa County,Arizona,2019-04-01,83,1.9
Pima County,Arizona,2019-04-01,29,2.8
Alameda County,California,2019-04-01,15,0.9
Contra Costa County,California,2019-04-01,13,1.1
Fresno County,California,2019-04-01,14,1.4
Kern County,California,2019-04-01,16,1.8
Los Angeles County,California,2019-04-01,98,1
Orange County,California,2019-04-01,43,1.4
Riverside County,California,2019-04-01,32,1.3
Sacramento County,California,2019-04-01,18,1.2
San Bernardino County,California,2019-04-01,28,1.3
San Diego County,California,2019-04-01,41,1.2
San Francisco County,California,2019-04-01,26,2.9
Santa Clara County,California,2019-04-01,18,0.9
Denver County,Colorado,2019-04-01,15,2.1
El Paso County,Colorado,2019-04-01,14,1.9
Hartford County,Connecticut,2019-04-01,36,4
New Haven County,Connecticut,2019-04-01,15,1.7
New Castle County,Delaware,2019-04-01,20,3.6
"Washington, D.C.","Washington, D.C.",2019-04-01,23,3.3
Brevard County,Florida,2019-04-01,21,3.5
Broward County,Florida,2019-04-01,47,2.4
Duval County,Florida,2019-04-01,29,3
Hillsborough County,Florida,2019-04-01,20,1.4
Miami-Dade County,Florida,2019-04-01,27,1
Orange County,Florida,2019-04-01,16,1.1
Palm Beach County,Florida,2019-04-01,38,2.5
Pinellas County,Florida,2019-04-01,38,3.9
Fulton County,Georgia,2019-04-01,13,1.2
Honolulu County,Hawaii,2019-04-01,16,1.6
Cook County,Illinois,2019-04-01,84,1.6
Marion County,Indiana,2019-04-01,22,2.3
Jefferson County,Kentucky,2019-04-01,30,3.9
Orleans Parish,Louisiana,2019-04-01,18,4.6
Baltimore city,Maryland,2019-04-01,92,15.5
Suffolk County,Massachusetts,2019-04-01,23,2.9
Wayne County,Michigan,2019-04-01,80,4.6
Hennepin County,Minnesota,2019-04-01,23,1.8
Ramsey County,Minnesota,2019-04-01,12,2.2
Jackson County,Missouri,2019-04-01,16,2.3
St. Louis County,Missouri,2019-04-01,17,1.7
St. Louis city,Missouri,2019-04-01,29,9.6
Clark County,Nevada,2019-04-01,40,1.8
Washoe County,Nevada,2019-04-01,13,2.8
Essex County,New Jersey,2019-04-01,31,3.9
Bernalillo County,New Mexico,2019-04-01,23,3.4
Bronx County,New York,2019-04-01,36,2.5
Erie County,New York,2019-04-01,17,1.9
Kings County,New York,2019-04-01,26,1
Monroe County,New York,2019-04-01,13,1.8
New York County,New York,2019-04-01,25,1.5
Queens County,New York,2019-04-01,17,0.8
Suffolk County,New York,2019-04-01,25,1.7
Mecklenburg County,North Carolina,2019-04-01,22,2
Cuyahoga County,Ohio,2019-04-01,32,2.6
Franklin County,Ohio,2019-04-01,57,4.3
Montgomery County,Ohio,2019-04-01,27,5.1
Oklahoma County,Oklahoma,2019-04-01,18,2.3
Tulsa County,Oklahoma,2019-04-01,11,1.7
Allegheny County,Pennsylvania,2019-04-01,32,2.6
Philadelphia County,Pennsylvania,2019-04-01,96,6.1
Davidson County,Tennessee,2019-04-01,33,4.8
Knox County,Tennessee,2019-04-01,32,6.8
Shelby County,Tennessee,2019-04-01,24,2.6
Bexar County,Texas,2019-04-01,21,1
